0,1,2,3,4,5,6
Hiper Calórico,Max Titanium,163.6,115,Sudeste,2024-01-18,3
Hiper Calórico,Growth,164.61,110,Centro-Oeste,2024-02-24,1
Pré-Treino,Growth,113.02,70,Nordeste,2024-01-20,7
Hiper Calórico,Dark Lab,166.47,120,Sul,2024-02-16,3
Hiper Calórico,Max Titanium,160.59,115,Sudeste,2024-01-11,4
Pré-Treino,Dark Lab,109.4,85,Centro-Oeste,2024-01-30,9
Pré-Treino,Probiótica,100.36,73,Sudeste,2024-02-12,10
BCAA,Growth,92.47,60,Norte,2024-01-23,5
BCAA,Dark Lab,102.89,70,Centro-Oeste,2024-02-18,1
Pré-Treino,Max Titanium,91.13,75,Sul,2024-01-29,2
Pré-Treino,Probiótica,101.28,73,Sudeste,2024-01-08,6
Pré-Treino,Dark Lab,118.64,85,Nordeste,2024-02-23,5
Hiper Calórico,Growth,157.96,110,Norte,2024-02-29,6
Pré-Treino,Growth,110.75,70,Norte,2024-01-30,8
Whey,Max Titanium,145.17,95,Centro-Oeste,2024-01-06,2
Creatina,Growth,70.06,50,Nordeste,2024-02-25,1
Creatina,Max Titanium,85.43,55,Centro-Oeste,2024-01-15,4
Whey,Integral Médica,105.51,92,Sul,2024-01-22,10
Whey,Dark Lab,152.86,100,Nordeste,2024-01-19,7
Whey,Growth,136.23,90,Centro-Oeste,2024-02-16,4
Hiper Calórico,Integral Médica,163.05,112,Nordeste,2024-01-21,3
Creatina,Dark Lab,80.22,60,Nordeste,2024-02-11,8
BCAA,Integral Médica,81.24,62,Sudeste,2024-01-20,7
BCAA,Dark Lab,96.97,70,Centro-Oeste,2024-02-26,2
Creatina,Probiótica,84.01,53,Norte,2024-01-02,1
BCAA,Max Titanium,102.3,65,Centro-Oeste,2024-01-06,6
Creatina,Integral Médica,59.65,52,Sul,2024-01-18,6
Hiper Calórico,Growth,179.2,110,Norte,2024-01-03,1
Creatina,Growth,63.94,50,Centro-Oeste,2024-01-24,6
BCAA,Probiótica,84.85,63,Centro-Oeste,2024-01-14,5
BCAA,Probiótica,88.86,63,Sul,2024-01-08,1
Hiper Calórico,Max Titanium,146.64,115,Centro-Oeste,2024-02-13,8
Whey,Integral Médica,145.68,92,Nordeste,2024-01-16,3
Hiper Calórico,Growth,150.91,110,Nordeste,2024-02-23,7
Pré-Treino,Max Titanium,110.86,75,Nordeste,2024-02-03,5
Pré-Treino,Growth,120.51,70,Norte,2024-01-22,8
Whey,Dark Lab,137.25,100,Nordeste,2024-01-15,2
Hiper Calórico,Dark Lab,166.13,120,Sul,2024-02-29,6
Creatina,Dark Lab,84.8,60,Centro-Oeste,2024-02-12,8
Whey,Dark Lab,135.24,100,Sudeste,2024-02-16,1
Whey,Growth,107.82,90,Sul,2024-01-27,7
Creatina,Growth,73.58,50,Centro-Oeste,2024-02-07,5
Creatina,Dark Lab,90.53,60,Norte,2024-01-02,4
Whey,Probiótica,133.29,93,Sudeste,2024-01-01,5
BCAA,Probiótica,96.51,63,Nordeste,2024-01-18,1
Creatina,Integral Médica,77.24,52,Norte,2024-01-07,3
Pré-Treino,Max Titanium,113.94,75,Norte,2024-02-18,10
Whey,Integral Médica,119.82,92,Sudeste,2024-01-25,4
Hiper Calórico,Dark Lab,159.3,120,Centro-Oeste,2024-02-29,10
Pré-Treino,Probiótica,106.85,73,Nordeste,2024-02-22,8
BCAA,Probiótica,91.81,63,Norte,2024-02-17,8
Hiper Calórico,Max Titanium,165.0,115,Nordeste,2024-02-06,3
Whey,Dark Lab,151.5,100,Nordeste,2024-02-09,9
Creatina,Max Titanium,69.94,55,Sudeste,2024-01-10,4
Whey,Max Titanium,116.33,95,Sul,2024-01-23,1
Creatina,Integral Médica,77.12,52,Centro-Oeste,2024-01-06,9
Whey,Dark Lab,158.87,100,Nordeste,2024-02-09,6
BCAA,Integral Médica,72.82,62,Sul,2024-02-22,8
Creatina,Growth,80.72,50,Nordeste,2024-02-20,8
Creatina,Integral Médica,80.52,52,Norte,2024-01-11,5
BCAA,Integral Médica,102.19,62,Nordeste,2024-02-15,1
Pré-Treino,Dark Lab,111.99,85,Sudeste,2024-02-02,6
Creatina,Integral Médica,71.73,52,Sudeste,2024-02-10,6
Whey,Integral Médica,145.53,92,Nordeste,2024-01-25,4
Whey,Max Titanium,152.88,95,Nordeste,2024-02-09,5
Whey,Max Titanium,122.08,95,Sul,2024-02-25,1
Whey,Dark Lab,147.63,100,Centro-Oeste,2024-03-01,3
BCAA,Integral Médica,78.35,62,Sudeste,2024-02-18,3
Pré-Treino,Growth,106.69,70,Norte,2024-02-18,10
Creatina,Growth,73.82,50,Norte,2024-02-14,8
Creatina,Growth,76.49,50,Centro-Oeste,2024-02-28,2
Pré-Treino,Max Titanium,119.11,75,Norte,2024-01-15,2
Creatina,Integral Médica,82.3,52,Nordeste,2024-01-06,5
Hiper Calórico,Probiótica,161.84,113,Sudeste,2024-02-02,10
Pré-Treino,Growth,95.76,70,Nordeste,2024-02-07,8
Whey,Probiótica,151.87,93,Norte,2024-01-14,3
Whey,Dark Lab,127.9,100,Sul,2024-02-01,10
Pré-Treino,Max Titanium,102.16,75,Nordeste,2024-01-15,1
Hiper Calórico,Growth,147.01,110,Sudeste,2024-01-27,9
Creatina,Growth,76.33,50,Centro-Oeste,2024-02-22,3
Whey,Probiótica,137.84,93,Sudeste,2024-01-11,2
Hiper Calórico,Max Titanium,192.21,115,Norte,2024-02-26,6
Hiper Calórico,Dark Lab,165.03,120,Nordeste,2024-01-27,7
BCAA,Max Titanium,97.19,65,Norte,2024-01-27,9
Whey,Dark Lab,117.79,100,Sul,2024-01-08,6
Whey,Integral Médica,133.57,92,Nordeste,2024-02-06,3
BCAA,Probiótica,80.44,63,Sul,2024-01-12,9
Hiper Calórico,Growth,174.74,110,Nordeste,2024-02-04,5
Whey,Growth,126.24,90,Sudeste,2024-02-04,6
Whey,Growth,153.54,90,Norte,2024-02-11,9
Creatina,Probiótica,71.37,53,Centro-Oeste,2024-01-14,4
Hiper Calórico,Growth,142.78,110,Sudeste,2024-01-29,3
Whey,Max Titanium,125.97,95,Sul,2024-02-01,4
Whey,Dark Lab,140.14,100,Centro-Oeste,2024-02-28,3
BCAA,Dark Lab,116.87,70,Norte,2024-02-01,10
Hiper Calórico,Integral Médica,139.78,112,Sul,2024-01-06,3
Creatina,Probiótica,75.76,53,Nordeste,2024-02-22,8
Creatina,Growth,74.03,50,Norte,2024-02-09,10
Hiper Calórico,Max Titanium,173.52,115,Nordeste,2024-01-01,8
BCAA,Dark Lab,113.77,70,Nordeste,2024-01-08,9
Creatina,Dark Lab,84.0,60,Norte,2024-01-18,7
Hiper Calórico,Growth,155.77,110,Sul,2024-01-26,9
Hiper Calórico,Max Titanium,148.65,115,Sudeste,2024-02-03,1
Hiper Calórico,Max Titanium,164.46,115,Sudeste,2024-01-06,8
Hiper Calórico,Integral Médica,192.72,112,Norte,2024-02-29,5
Pré-Treino,Probiótica,114.41,73,Norte,2024-01-21,7
Hiper Calórico,Integral Médica,171.29,112,Centro-Oeste,2024-02-10,10
BCAA,Growth,74.58,60,Sudeste,2024-01-08,7
BCAA,Growth,73.75,60,Sudeste,2024-02-08,8
Creatina,Growth,61.17,50,Sul,2024-01-11,6
Whey,Probiótica,145.01,93,Nordeste,2024-02-27,1
Creatina,Max Titanium,87.67,55,Norte,2024-02-21,3
BCAA,Probiótica,91.04,63,Nordeste,2024-02-18,5
BCAA,Integral Médica,92.03,62,Nordeste,2024-01-11,7
BCAA,Probiótica,86.35,63,Sul,2024-01-21,2
Hiper Calórico,Dark Lab,174.27,120,Centro-Oeste,2024-02-13,1
BCAA,Integral Médica,87.07,62,Sudeste,2024-01-20,6
Pré-Treino,Probiótica,101.5,73,Norte,2024-01-21,10
Whey,Max Titanium,144.39,95,Nordeste,2024-02-22,8
BCAA,Integral Médica,84.63,62,Centro-Oeste,2024-01-31,9
BCAA,Dark Lab,104.17,70,Nordeste,2024-02-19,5
Creatina,Growth,85.89,50,Norte,2024-02-21,5
Hiper Calórico,Max Titanium,197.51,115,Norte,2024-02-11,9
Creatina,Integral Médica,79.74,52,Nordeste,2024-01-31,7
BCAA,Integral Médica,88.51,62,Nordeste,2024-01-18,9
Whey,Max Titanium,110.68,95,Sul,2024-02-19,4
Creatina,Probiótica,79.2,53,Centro-Oeste,2024-01-12,7
Hiper Calórico,Probiótica,166.74,113,Centro-Oeste,2024-02-11,10
Pré-Treino,Max Titanium,85.55,75,Sul,2024-01-05,9
Creatina,Integral Médica,69.77,52,Sul,2024-01-15,1
Hiper Calórico,Probiótica,163.66,113,Nordeste,2024-01-25,2
Pré-Treino,Growth,93.08,70,Sudeste,2024-01-06,1
BCAA,Integral Médica,86.74,62,Sudeste,2024-01-10,9
Hiper Calórico,Probiótica,165.07,113,Nordeste,2024-02-25,1
Creatina,Dark Lab,73.46,60,Sul,2024-01-28,5
Whey,Dark Lab,143.18,100,Centro-Oeste,2024-02-10,5
Hiper Calórico,Growth,174.95,110,Nordeste,2024-01-11,6
Creatina,Probiótica,75.27,53,Norte,2024-01-28,5
Hiper Calórico,Growth,172.5,110,Nordeste,2024-02-10,3
Hiper Calórico,Probiótica,174.03,113,Centro-Oeste,2024-01-17,10
BCAA,Growth,78.24,60,Sudeste,2024-01-08,8
Hiper Calórico,Dark Lab,162.68,120,Sudeste,2024-01-09,9
Whey,Dark Lab,140.65,100,Sul,2024-02-01,7
Creatina,Integral Médica,64.93,52,Sudeste,2024-02-19,8
Pré-Treino,Max Titanium,100.13,75,Sul,2024-02-06,3
Creatina,Growth,69.1,50,Sudeste,2024-02-25,10
Hiper Calórico,Growth,184.02,110,Norte,2024-01-08,9
Whey,Dark Lab,141.31,100,Norte,2024-01-03,2
Creatina,Integral Médica,66.47,52,Sudeste,2024-02-01,1
Pré-Treino,Dark Lab,131.28,85,Centro-Oeste,2024-02-22,5
BCAA,Growth,94.09,60,Centro-Oeste,2024-02-01,7
Whey,Max Titanium,144.93,95,Nordeste,2024-02-17,5
Whey,Growth,108.37,90,Sul,2024-01-04,7
Whey,Max Titanium,136.89,95,Norte,2024-02-07,4
Whey,Integral Médica,138.26,92,Nordeste,2024-01-15,1
BCAA,Growth,89.64,60,Sudeste,2024-01-11,5
Creatina,Probiótica,71.65,53,Centro-Oeste,2024-01-30,10
Hiper Calórico,Dark Lab,159.96,120,Centro-Oeste,2024-01-18,7
Whey,Probiótica,112.08,93,Sul,2024-01-19,10
Creatina,Dark Lab,87.52,60,Sudeste,2024-01-17,8
Hiper Calórico,Probiótica,192.27,113,Norte,2024-01-08,9
Whey,Dark Lab,150.5,100,Nordeste,2024-01-15,9
Whey,Dark Lab,156.38,100,Nordeste,2024-02-26,6
Pré-Treino,Dark Lab,100.89,85,Sul,2024-02-20,9
Whey,Growth,119.72,90,Centro-Oeste,2024-01-22,10
BCAA,Max Titanium,85.52,65,Centro-Oeste,2024-01-15,9
Whey,Integral Médica,124.96,92,Nordeste,2024-02-07,7
BCAA,Integral Médica,86.84,62,Centro-Oeste,2024-02-14,9
Whey,Growth,139.86,90,Centro-Oeste,2024-02-29,3
Hiper Calórico,Probiótica,135.45,113,Sul,2024-02-05,4
Whey,Max Titanium,148.29,95,Centro-Oeste,2024-01-06,9
Pré-Treino,Max Titanium,103.53,75,Nordeste,2024-01-26,1
Pré-Treino,Growth,85.58,70,Sudeste,2024-03-01,6
BCAA,Probiótica,95.95,63,Centro-Oeste,2024-02-06,6
BCAA,Growth,76.57,60,Centro-Oeste,2024-01-13,1
Pré-Treino,Integral Médica,106.19,72,Sudeste,2024-01-09,6
Creatina,Max Titanium,81.82,55,Sudeste,2024-01-26,2
Whey,Probiótica,132.13,93,Centro-Oeste,2024-02-09,8
Whey,Integral Médica,131.37,92,Norte,2024-01-17,3
Hiper Calórico,Growth,139.45,110,Sudeste,2024-01-16,3
Whey,Integral Médica,132.42,92,Norte,2024-02-28,10
BCAA,Dark Lab,101.18,70,Sudeste,2024-02-24,8
Whey,Dark Lab,141.32,100,Centro-Oeste,2024-01-14,3
Hiper Calórico,Max Titanium,154.49,115,Centro-Oeste,2024-02-17,8
Hiper Calórico,Dark Lab,179.99,120,Norte,2024-02-17,1
Hiper Calórico,Max Titanium,167.85,115,Sudeste,2024-02-14,3
Hiper Calórico,Dark Lab,179.89,120,Norte,2024-02-06,7
Hiper Calórico,Growth,160.99,110,Centro-Oeste,2024-01-05,9
Pré-Treino,Probiótica,97.97,73,Sudeste,2024-01-24,1
Pré-Treino,Max Titanium,119.55,75,Nordeste,2024-01-05,2
BCAA,Growth,73.85,60,Sudeste,2024-02-02,6
BCAA,Growth,84.91,60,Sul,2024-01-12,9
BCAA,Probiótica,91.2,63,Norte,2024-01-21,8
Creatina,Integral Médica,68.07,52,Sudeste,2024-02-07,5
Whey,Growth,103.44,90,Sul,2024-01-14,4
Whey,Dark Lab,135.52,100,Sul,2024-01-09,10
Hiper Calórico,Probiótica,164.37,113,Centro-Oeste,2024-02-12,5
Whey,Dark Lab,144.31,100,Centro-Oeste,2024-01-03,8
Whey,Growth,118.91,90,Centro-Oeste,2024-01-15,4
Hiper Calórico,Growth,176.36,110,Norte,2024-02-03,2
Hiper Calórico,Dark Lab,155.08,120,Centro-Oeste,2024-02-11,7
Hiper Calórico,Max Titanium,143.77,115,Sudeste,2024-02-07,2
Pré-Treino,Dark Lab,131.7,85,Centro-Oeste,2024-03-01,9
Pré-Treino,Max Titanium,103.52,75,Sul,2024-02-06,8
Hiper Calórico,Growth,163.68,110,Sudeste,2024-02-16,6
Pré-Treino,Dark Lab,113.18,85,Sudeste,2024-02-15,9
Whey,Max Titanium,132.33,95,Sudeste,2024-02-03,8
BCAA,Dark Lab,114.17,70,Nordeste,2024-02-24,1
Creatina,Growth,68.56,50,Sudeste,2024-02-08,10
Pré-Treino,Integral Médica,91.7,72,Sudeste,2024-01-12,1
Pré-Treino,Max Titanium,122.05,75,Nordeste,2024-01-31,1
Hiper Calórico,Probiótica,169.65,113,Norte,2024-02-22,7
BCAA,Dark Lab,96.33,70,Centro-Oeste,2024-01-24,4
Hiper Calórico,Integral Médica,134.83,112,Sul,2024-02-03,10
Whey,Integral Médica,141.59,92,Norte,2024-01-12,4
Pré-Treino,Max Titanium,110.81,75,Norte,2024-01-06,4
Whey,Max Titanium,123.47,95,Centro-Oeste,2024-01-23,10
Creatina,Dark Lab,79.39,60,Centro-Oeste,2024-02-12,9
Pré-Treino,Probiótica,106.88,73,Nordeste,2024-02-06,9
Creatina,Max Titanium,86.21,55,Nordeste,2024-02-02,8
Whey,Dark Lab,145.62,100,Nordeste,2024-01-26,2
BCAA,Max Titanium,97.32,65,Sudeste,2024-02-08,8
Whey,Dark Lab,117.41,100,Sul,2024-02-07,8
Pré-Treino,Probiótica,107.95,73,Sudeste,2024-01-28,4
BCAA,Dark Lab,93.62,70,Nordeste,2024-01-21,6
Creatina,Integral Médica,84.67,52,Nordeste,2024-02-12,8
BCAA,Integral Médica,94.7,62,Norte,2024-02-13,7
Pré-Treino,Integral Médica,101.81,72,Sul,2024-01-31,3
BCAA,Probiótica,91.37,63,Nordeste,2024-01-23,8
Hiper Calórico,Dark Lab,195.15,120,Norte,2024-02-22,5
Hiper Calórico,Probiótica,170.32,113,Nordeste,2024-02-17,1
BCAA,Probiótica,89.2,63,Norte,2024-02-04,9
BCAA,Dark Lab,81.31,70,Sul,2024-02-21,8
BCAA,Dark Lab,85.1,70,Sudeste,2024-02-13,3
Creatina,Max Titanium,69.13,55,Sul,2024-02-29,8
Hiper Calórico,Max Titanium,159.4,115,Sudeste,2024-03-01,2
BCAA,Dark Lab,103.09,70,Centro-Oeste,2024-02-02,7
Hiper Calórico,Growth,154.29,110,Sudeste,2024-02-14,2
Hiper Calórico,Dark Lab,167.14,120,Centro-Oeste,2024-02-11,9
Pré-Treino,Integral Médica,99.05,72,Centro-Oeste,2024-01-27,7
BCAA,Integral Médica,87.63,62,Sudeste,2024-01-19,9
Creatina,Integral Médica,71.93,52,Sudeste,2024-01-27,1
BCAA,Dark Lab,98.5,70,Nordeste,2024-02-14,3
Hiper Calórico,Dark Lab,184.82,120,Centro-Oeste,2024-02-20,8
Creatina,Max Titanium,82.09,55,Norte,2024-01-02,7
Whey,Integral Médica,157.03,92,Norte,2024-02-22,7
BCAA,Dark Lab,95.11,70,Sul,2024-02-09,6
Creatina,Probiótica,78.46,53,Nordeste,2024-01-04,1
Whey,Dark Lab,133.72,100,Sul,2024-02-10,1
Pré-Treino,Growth,98.51,70,Centro-Oeste,2024-02-14,3
BCAA,Probiótica,92.99,63,Sudeste,2024-01-26,7
Pré-Treino,Integral Médica,114.86,72,Nordeste,2024-02-14,3
Pré-Treino,Integral Médica,100.58,72,Sudeste,2024-02-12,5
Creatina,Integral Médica,85.48,52,Nordeste,2024-02-21,10
Pré-Treino,Probiótica,96.9,73,Sul,2024-02-08,8
Pré-Treino,Growth,97.15,70,Norte,2024-01-17,7
Whey,Growth,126.71,90,Norte,2024-02-06,6
BCAA,Integral Médica,89.35,62,Norte,2024-02-17,6
BCAA,Probiótica,96.28,63,Nordeste,2024-01-23,9
Hiper Calórico,Growth,151.85,110,Norte,2024-01-29,8
Creatina,Probiótica,80.1,53,Nordeste,2024-02-17,2
BCAA,Integral Médica,104.29,62,Norte,2024-01-08,7
Hiper Calórico,Growth,165.82,110,Nordeste,2024-01-18,9
BCAA,Growth,84.16,60,Norte,2024-01-18,4
Pré-Treino,Growth,87.8,70,Sudeste,2024-02-15,1
BCAA,Probiótica,75.61,63,Sudeste,2024-02-25,4
BCAA,Integral Médica,93.97,62,Centro-Oeste,2024-01-13,9
BCAA,Probiótica,100.88,63,Norte,2024-01-16,7
BCAA,Dark Lab,106.08,70,Centro-Oeste,2024-02-06,5
Whey,Max Titanium,144.27,95,Centro-Oeste,2024-01-15,6
Hiper Calórico,Probiótica,149.09,113,Sudeste,2024-02-29,1
Whey,Max Titanium,116.82,95,Sudeste,2024-01-05,1
Creatina,Probiótica,78.74,53,Norte,2024-02-10,5
Creatina,Integral Médica,79.31,52,Centro-Oeste,2024-01-05,1
Hiper Calórico,Max Titanium,177.55,115,Nordeste,2024-01-13,4
Whey,Dark Lab,151.6,100,Norte,2024-02-16,8
Whey,Growth,121.0,90,Centro-Oeste,2024-02-25,6
BCAA,Max Titanium,97.39,65,Sudeste,2024-01-01,2
BCAA,Dark Lab,97.6,70,Nordeste,2024-01-16,2
Creatina,Dark Lab,79.79,60,Sudeste,2024-01-21,1
Creatina,Max Titanium,80.0,55,Nordeste,2024-02-16,9
BCAA,Probiótica,88.7,63,Nordeste,2024-01-30,8
BCAA,Growth,72.29,60,Sul,2024-02-22,10
Hiper Calórico,Growth,169.22,110,Centro-Oeste,2024-03-01,7
Whey,Dark Lab,154.49,100,Centro-Oeste,2024-02-06,2
BCAA,Dark Lab,84.75,70,Sul,2024-02-16,4
Hiper Calórico,Max Titanium,176.34,115,Centro-Oeste,2024-01-13,10
Whey,Probiótica,112.94,93,Sul,2024-02-01,6
BCAA,Integral Médica,72.15,62,Sul,2024-01-06,10
Whey,Dark Lab,134.98,100,Sul,2024-01-07,7
BCAA,Max Titanium,93.07,65,Nordeste,2024-01-22,4
BCAA,Probiótica,90.63,63,Sudeste,2024-01-22,9
Hiper Calórico,Growth,141.13,110,Centro-Oeste,2024-01-14,4
Hiper Calórico,Probiótica,140.41,113,Sul,2024-02-16,9
BCAA,Integral Médica,78.76,62,Centro-Oeste,2024-01-25,2
Hiper Calórico,Dark Lab,149.99,120,Sul,2024-01-18,10
Pré-Treino,Integral Médica,112.93,72,Norte,2024-01-11,6
Pré-Treino,Dark Lab,144.01,85,Norte,2024-02-03,9
Hiper Calórico,Probiótica,171.22,113,Nordeste,2024-02-04,7
Creatina,Dark Lab,78.39,60,Centro-Oeste,2024-02-14,1
Creatina,Max Titanium,93.95,55,Norte,2024-02-27,5
BCAA,Integral Médica,88.26,62,Sudeste,2024-01-21,6
Hiper Calórico,Max Titanium,146.68,115,Sudeste,2024-03-01,8
Creatina,Integral Médica,74.17,52,Centro-Oeste,2024-01-25,8
Creatina,Probiótica,71.54,53,Centro-Oeste,2024-02-23,5
BCAA,Probiótica,86.1,63,Sudeste,2024-02-14,6
Creatina,Growth,72.8,50,Nordeste,2024-01-05,7
Creatina,Integral Médica,77.37,52,Norte,2024-02-16,5
Hiper Calórico,Integral Médica,156.95,112,Sudeste,2024-02-17,1
Pré-Treino,Dark Lab,113.19,85,Centro-Oeste,2024-01-04,8
Creatina,Growth,66.67,50,Centro-Oeste,2024-02-18,4
Pré-Treino,Dark Lab,125.13,85,Sudeste,2024-01-15,1
Creatina,Integral Médica,82.78,52,Nordeste,2024-01-23,4
BCAA,Max Titanium,85.6,65,Centro-Oeste,2024-02-18,3
Whey,Dark Lab,147.92,100,Sudeste,2024-02-10,4
Whey,Max Titanium,154.26,95,Norte,2024-02-13,3
BCAA,Dark Lab,103.86,70,Norte,2024-01-31,2
Pré-Treino,Growth,107.82,70,Norte,2024-02-28,1
Hiper Calórico,Growth,140.37,110,Centro-Oeste,2024-02-24,3
Whey,Probiótica,125.41,93,Sudeste,2024-02-17,9
Whey,Growth,112.27,90,Sudeste,2024-02-07,4
Whey,Probiótica,138.38,93,Sudeste,2024-01-11,5
Creatina,Max Titanium,76.47,55,Sudeste,2024-01-15,9
Hiper Calórico,Growth,156.22,110,Sul,2024-01-20,1
Creatina,Max Titanium,75.39,55,Centro-Oeste,2024-02-24,9
Whey,Probiótica,117.64,93,Sul,2024-02-01,1
Hiper Calórico,Integral Médica,162.39,112,Nordeste,2024-01-23,8
Whey,Growth,105.68,90,Sul,2024-01-08,8
Hiper Calórico,Dark Lab,206.14,120,Norte,2024-01-02,5
Pré-Treino,Integral Médica,106.08,72,Norte,2024-01-22,9
Whey,Integral Médica,119.9,92,Sudeste,2024-01-06,10
Hiper Calórico,Integral Médica,148.36,112,Centro-Oeste,2024-01-26,5
Creatina,Growth,67.22,50,Sudeste,2024-02-02,5
Creatina,Dark Lab,82.94,60,Sul,2024-01-19,6
Pré-Treino,Max Titanium,109.21,75,Nordeste,2024-02-18,3
Pré-Treino,Probiótica,100.83,73,Sul,2024-01-22,2
Pré-Treino,Max Titanium,123.1,75,Norte,2024-01-15,4
Whey,Probiótica,125.84,93,Centro-Oeste,2024-01-07,9
Creatina,Dark Lab,91.7,60,Norte,2024-01-22,2
BCAA,Max Titanium,103.27,65,Nordeste,2024-02-06,9
Pré-Treino,Integral Médica,121.17,72,Norte,2024-01-19,10
Whey,Probiótica,119.68,93,Sul,2024-02-04,2
Hiper Calórico,Growth,156.17,110,Centro-Oeste,2024-01-05,2
Creatina,Max Titanium,91.02,55,Norte,2024-01-02,2
BCAA,Dark Lab,112.36,70,Nordeste,2024-02-08,2
BCAA,Dark Lab,108.64,70,Nordeste,2024-02-08,8
BCAA,Dark Lab,109.5,70,Nordeste,2024-01-29,6
Creatina,Max Titanium,79.19,55,Nordeste,2024-02-03,6
Hiper Calórico,Max Titanium,148.47,115,Sul,2024-01-01,9
Pré-Treino,Dark Lab,121.47,85,Norte,2024-01-12,7
Pré-Treino,Dark Lab,101.05,85,Sul,2024-02-24,9
BCAA,Growth,72.95,60,Sul,2024-01-09,2
Creatina,Integral Médica,64.71,52,Sul,2024-02-18,8
Creatina,Dark Lab,85.09,60,Centro-Oeste,2024-02-08,10
Whey,Growth,140.22,90,Norte,2024-01-06,8
Hiper Calórico,Growth,154.94,110,Sul,2024-02-12,5
BCAA,Growth,84.37,60,Centro-Oeste,2024-01-19,9
Hiper Calórico,Probiótica,176.87,113,Nordeste,2024-01-10,2
Whey,Dark Lab,135.19,100,Nordeste,2024-02-03,5
BCAA,Dark Lab,104.32,70,Sudeste,2024-02-16,5
BCAA,Probiótica,88.98,63,Norte,2024-02-01,3
Hiper Calórico,Dark Lab,152.6,120,Centro-Oeste,2024-02-21,9
Pré-Treino,Max Titanium,116.65,75,Centro-Oeste,2024-02-21,9
BCAA,Dark Lab,86.27,70,Sudeste,2024-02-24,6
Hiper Calórico,Probiótica,161.52,113,Nordeste,2024-02-24,3
Pré-Treino,Max Titanium,93.1,75,Sudeste,2024-02-16,5
Whey,Integral Médica,136.0,92,Centro-Oeste,2024-02-20,3
Whey,Growth,129.77,90,Nordeste,2024-02-05,3
Pré-Treino,Max Titanium,102.46,75,Sudeste,2024-01-21,4
BCAA,Probiótica,94.97,63,Nordeste,2024-02-07,3
Hiper Calórico,Probiótica,151.99,113,Sudeste,2024-01-31,8
Pré-Treino,Probiótica,85.99,73,Sul,2024-02-04,6
Pré-Treino,Max Titanium,97.0,75,Centro-Oeste,2024-01-25,5
Creatina,Growth,76.57,50,Nordeste,2024-01-07,4
Creatina,Max Titanium,86.4,55,Centro-Oeste,2024-01-16,4
BCAA,Probiótica,92.23,63,Norte,2024-01-03,5
Whey,Integral Médica,128.92,92,Centro-Oeste,2024-01-22,4
Creatina,Max Titanium,70.74,55,Sudeste,2024-02-14,7
Creatina,Dark Lab,82.71,60,Nordeste,2024-02-28,9
BCAA,Integral Médica,92.2,62,Nordeste,2024-02-13,3
Pré-Treino,Probiótica,107.37,73,Nordeste,2024-01-15,8
Pré-Treino,Dark Lab,111.45,85,Sul,2024-01-30,7
BCAA,Dark Lab,90.66,70,Sul,2024-02-27,1
Whey,Probiótica,133.8,93,Centro-Oeste,2024-02-06,8
Creatina,Max Titanium,93.47,55,Norte,2024-01-26,9
Creatina,Probiótica,64.56,53,Sudeste,2024-01-07,7
Whey,Integral Médica,153.95,92,Norte,2024-01-29,6
Whey,Growth,132.56,90,Sudeste,2024-02-20,3
Creatina,Probiótica,82.04,53,Nordeste,2024-01-08,8
Hiper Calórico,Max Titanium,156.31,115,Centro-Oeste,2024-01-27,10
Whey,Max Titanium,115.5,95,Sudeste,2024-03-01,9
BCAA,Probiótica,86.59,63,Nordeste,2024-02-10,5
Hiper Calórico,Probiótica,162.57,113,Nordeste,2024-02-04,3
Hiper Calórico,Integral Médica,159.07,112,Norte,2024-02-01,3
Pré-Treino,Probiótica,116.3,73,Norte,2024-02-14,6
Pré-Treino,Dark Lab,103.98,85,Sudeste,2024-02-23,3
Creatina,Growth,64.35,50,Sul,2024-02-10,4
Hiper Calórico,Growth,136.87,110,Sul,2024-01-24,4
Pré-Treino,Growth,102.25,70,Norte,2024-02-03,4
Creatina,Integral Médica,66.45,52,Centro-Oeste,2024-01-21,5
Pré-Treino,Integral Médica,104.17,72,Sudeste,2024-01-25,2
Hiper Calórico,Growth,168.55,110,Norte,2024-01-02,9
Pré-Treino,Growth,97.92,70,Sudeste,2024-01-10,7
Creatina,Dark Lab,83.61,60,Centro-Oeste,2024-02-11,2
Whey,Dark Lab,125.15,100,Sudeste,2024-01-16,3
Pré-Treino,Probiótica,101.29,73,Nordeste,2024-01-15,5
Hiper Calórico,Integral Médica,154.99,112,Centro-Oeste,2024-01-15,9
Creatina,Dark Lab,90.98,60,Centro-Oeste,2024-01-25,10
Whey,Dark Lab,120.43,100,Sudeste,2024-01-08,9
Hiper Calórico,Integral Médica,166.81,112,Sudeste,2024-01-24,2
BCAA,Growth,73.12,60,Sul,2024-02-26,6
Hiper Calórico,Integral Médica,129.43,112,Sul,2024-02-16,4
Creatina,Probiótica,79.38,53,Nordeste,2024-01-24,9
Pré-Treino,Integral Médica,104.63,72,Norte,2024-02-02,4
BCAA,Max Titanium,99.75,65,Nordeste,2024-02-12,9
Whey,Growth,127.46,90,Sudeste,2024-02-20,10
BCAA,Growth,97.39,60,Norte,2024-01-26,7
Whey,Growth,136.97,90,Nordeste,2024-02-04,10
Pré-Treino,Max Titanium,112.78,75,Nordeste,2024-01-23,4
Hiper Calórico,Growth,160.3,110,Sudeste,2024-01-06,5
